Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,FLAG_CHURN,avg_transaction_value,trans_freq_ratio,amt_freq_ration,spend_to_limit_ratio,revolving_ratio,inactive_ratio,contacts_inactivity_ratio,relationship_intensity,ct_volatility,amt_volatility
61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740.0,0,21740.0,0.676,1755,54,0.543,0.0,0,32.5,1.125,36.5625,0.08072677092916283,0.0,0.16666666666666666,0.6666666666666666,0.125,0.45699999999999996,0.32399999999999995
45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,2,1942.0,0,1942.0,0.366,1853,31,0.107,0.0,1,59.774193548387096,0.96875,57.90625,0.9541709577754892,0.0,0.16666666666666666,0.6666666666666666,0.09375,0.893,0.634
48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362.0,1705,4657.0,0.644,5169,84,0.474,0.268,0,61.535714285714285,2.3333333333333335,143.58333333333334,0.8124803520905376,0.2679974850675888,0.08333333333333333,1.0,0.1111111111111111,0.526,0.356
40,M,3,Post-Graduate,Single,$120K +,Blue,26,1,2,1,34516.0,2088,32428.0,0.627,6453,89,0.589,0.06,0,72.50561797752809,3.423076923076923,248.19230769230768,0.18695677367018196,0.06049368408853865,0.16666666666666666,0.3333333333333333,0.038461538461538464,0.41100000000000003,0.373
45,M,2,College,Single,$40K - $60K,Blue,31,2,2,1,6530.0,1425,5105.0,0.716,8904,101,0.656,0.218,0,88.15841584158416,3.2580645161290325,287.2258064516129,1.363552833078101,0.21822358346094947,0.16666666666666666,0.3333333333333333,0.06451612903225806,0.344,0.28400000000000003
40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502.0,2066,9436.0,0.889,4786,85,1.125,0.18,0,56.305882352941175,4.0476190476190474,227.9047619047619,0.4161015475569466,0.17962093548948008,0.16666666666666666,1.0,0.14285714285714285,0.125,0.11099999999999999
51,M,4,College,Single,$120K +,Gold,33,2,2,2,34516.0,1848,32668.0,0.775,14149,103,0.689,0.054,0,137.36893203883494,3.121212121212121,428.75757575757575,0.40992583149843553,0.05354038706686754,0.16666666666666666,0.6666666666666666,0.06060606060606061,0.31100000000000005,0.22499999999999998
60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,9592.0,1968,7624.0,0.61,1821,55,0.447,0.205,0,33.10909090909091,1.0185185185185186,33.72222222222222,0.18984570475396165,0.20517097581317764,0.08333333333333333,1.0,0.1111111111111111,0.5529999999999999,0.39
38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569.0,1605,964.0,0.574,1190,46,0.643,0.625,0,25.869565217391305,1.5333333333333334,39.666666666666664,0.46321525885558584,0.6247567146749708,0.08333333333333333,0.0,0.13333333333333333,0.357,0.42600000000000005
51,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,1,2847.0,2082,765.0,0.787,3672,59,0.553,0.731,0,62.23728813559322,1.5128205128205128,94.15384615384616,1.2897787144362487,0.7312961011591148,0.16666666666666666,0.3333333333333333,0.07692307692307693,0.44699999999999995,0.21299999999999997
34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,0,38.42857142857143,2.25,86.46428571428571,0.07014138370610731,0.05015065476880287,0.25,0.5,0.10714285714285714,0.42500000000000004,0.395
50,M,2,College,Single,$60K - $80K,Blue,36,5,3,2,5965.0,688,5277.0,0.673,3382,58,1.071,0.115,0,58.310344827586206,1.6111111111111112,93.94444444444444,0.5669740150880134,0.11533948030176026,0.25,0.5,0.1388888888888889,0.07099999999999995,0.32699999999999996
45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048,0,52.96666666666667,0.7692307692307693,40.743589743589745,0.0882973994220938,0.0480106690375639,0.08333333333333333,0.0,0.07692307692307693,0.33299999999999996,0.403
53,F,3,Doctorate,Single,Unknown,Blue,43,3,3,2,1790.0,1474,316.0,0.595,2128,40,0.429,0.823,1,53.2,0.9302325581395349,49.48837209302326,1.1888268156424582,0.823463687150838,0.25,0.5,0.06976744186046512,0.571,0.405
64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643,0,45.0,0.6964285714285714,31.339285714285715,0.8072677092916284,0.6425942962281509,0.16666666666666666,0.6666666666666666,0.10714285714285714,0.5,0.38
40,M,3,High School,Single,$80K - $120K,Blue,36,5,3,3,3624.0,0,3624.0,0.74,4749,82,0.864,0.0,0,57.91463414634146,2.2777777777777777,131.91666666666666,1.310430463576159,0.0,0.25,0.75,0.1388888888888889,0.136,0.26
49,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,2,1993.0,0,1993.0,0.539,4075,76,0.689,0.0,0,53.61842105263158,1.9487179487179487,104.48717948717949,2.044656297039639,0.0,0.16666666666666666,0.6666666666666666,0.07692307692307693,0.31100000000000005,0.46099999999999997
34,M,3,College,Married,$80K - $120K,Blue,28,3,1,3,24765.0,1999,22766.0,1.013,1544,36,0.714,0.081,0,42.888888888888886,1.2857142857142858,55.142857142857146,0.062346052897234,0.08071875630930749,0.08333333333333333,1.5,0.10714285714285714,0.28600000000000003,0.0129999999999999
52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826.0,0,4826.0,0.954,8585,62,1.0,0.0,1,138.46774193548387,1.7222222222222223,238.47222222222223,1.778905926232905,0.0,0.25,1.0,0.08333333333333333,0.0,0.04600000000000004
38,M,3,Unknown,Single,$80K - $120K,Silver,36,2,2,3,34516.0,2008,32508.0,0.858,8872,86,0.593,0.058,0,103.16279069767442,2.388888888888889,246.44444444444446,0.257040213234442,0.05817591841464828,0.16666666666666666,1.0,0.05555555555555555,0.40700000000000003,0.14200000000000002
73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765,34,1.615,0.252,0,51.911764705882355,0.9444444444444444,49.02777777777778,0.39494294025509064,0.251734168717834,0.25,0.5,0.1388888888888889,0.615,0.363
37,M,3,Uneducated,Single,$80K - $120K,Blue,26,4,2,2,23622.0,1153,22469.0,0.666,2574,65,0.625,0.049,0,39.6,2.5,99.0,0.10896621793243587,0.04881043095419524,0.16666666666666666,0.6666666666666666,0.15384615384615385,0.375,0.33399999999999996
36,F,3,Uneducated,Married,Unknown,Blue,23,6,6,1,2161.0,1404,757.0,0.68,4389,77,0.878,0.65,0,57.0,3.347826086956522,190.82608695652175,2.031004164738547,0.6496992133271634,0.5,0.14285714285714285,0.2608695652173913,0.122,0.31999999999999995
55,M,2,High School,Married,$80K - $120K,Blue,47,3,1,4,5741.0,1894,3847.0,1.111,2170,51,0.962,0.33,0,42.549019607843135,1.0851063829787233,46.170212765957444,0.37798292980317016,0.3299076815885734,0.08333333333333333,2.0,0.06382978723404255,0.038000000000000034,0.11099999999999999
54,F,4,Graduate,Divorced,Less than $40K,Blue,43,1,2,1,2506.0,1784,722.0,0.729,4504,80,1.051,0.712,0,56.3,1.8604651162790697,104.74418604651163,1.7972865123703112,0.7118914604948124,0.16666666666666666,0.3333333333333333,0.023255813953488372,0.050999999999999934,0.271
49,M,3,Doctorate,Married,$80K - $120K,Blue,36,4,1,4,9549.0,0,9549.0,0.712,4629,76,0.652,0.0,0,60.9078947368421,2.111111111111111,128.58333333333334,0.4847628023876846,0.0,0.08333333333333333,2.0,0.1111111111111111,0.348,0.28800000000000003
45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845.0,0,3845.0,0.595,2174,39,0.393,0.0,1,55.743589743589745,1.0833333333333333,60.388888888888886,0.565409622886866,0.0,0.25,0.5,0.1111111111111111,0.607,0.405
40,M,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617.0,0,21617.0,1.047,1351,22,0.467,0.0,0,61.40909090909091,0.7857142857142857,48.25,0.06249710875699681,0.0,0.08333333333333333,0.0,0.17857142857142858,0.5329999999999999,0.04699999999999993
29,M,1,Uneducated,Married,$40K - $60K,Blue,23,1,3,1,8147.0,1750,6397.0,0.751,14912,114,0.869,0.215,0,130.80701754385964,4.956521739130435,648.3478260869565,1.830367006259973,0.21480299496747268,0.25,0.25,0.043478260869565216,0.131,0.249
53,F,2,Graduate,Unknown,Less than $40K,Blue,35,1,2,3,2199.0,693,1506.0,0.654,7342,86,0.483,0.315,0,85.37209302325581,2.4571428571428573,209.77142857142857,3.3387903592542063,0.3151432469304229,0.16666666666666666,1.0,0.02857142857142857,0.517,0.346
55,F,2,High School,Married,Less than $40K,Blue,36,5,1,4,1994.0,1175,819.0,0.794,4455,82,0.547,0.589,0,54.329268292682926,2.2777777777777777,123.75,2.2342026078234705,0.5892678034102307,0.08333333333333333,2.0,0.1388888888888889,0.45299999999999996,0.20599999999999996
49,M,2,High School,Married,$60K - $80K,Blue,38,5,2,1,5536.0,756,4780.0,0.635,3918,70,0.628,0.137,0,55.97142857142857,1.8421052631578947,103.10526315789474,0.7077312138728323,0.1365606936416185,0.16666666666666666,0.3333333333333333,0.13157894736842105,0.372,0.365
65,F,0,College,Single,Less than $40K,Blue,55,3,3,0,2022.0,0,2022.0,0.579,4623,65,0.548,0.0,0,71.12307692307692,1.1818181818181819,84.05454545454545,2.2863501483679527,0.0,0.25,0.0,0.05454545454545454,0.45199999999999996,0.42100000000000004
43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,1,1,6034.0,1579,4455.0,0.753,4712,67,0.914,0.262,0,70.32835820895522,1.9705882352941178,138.58823529411765,0.7809081869406695,0.2616837918462048,0.08333333333333333,0.5,0.14705882352941177,0.08599999999999997,0.247
51,M,1,Graduate,Single,$60K - $80K,Blue,43,5,2,4,9619.0,1731,7888.0,0.712,3690,76,0.52,0.18,0,48.55263157894737,1.7674418604651163,85.81395348837209,0.38361576047406176,0.17995633641750702,0.16666666666666666,1.3333333333333333,0.11627906976744186,0.48,0.28800000000000003
40,F,3,High School,Single,Less than $40K,Gold,36,3,2,3,15534.0,726,14808.0,0.556,1279,28,0.867,0.047,0,45.67857142857143,0.7777777777777778,35.52777777777778,0.0823355220805974,0.04673619157976053,0.16666666666666666,1.0,0.08333333333333333,0.133,0.44399999999999995
33,M,1,Graduate,Single,$80K - $120K,Blue,26,4,1,0,1438.3,0,1438.3,0.865,2557,55,0.618,0.0,0,46.49090909090909,2.1153846153846154,98.34615384615384,1.7777932281165265,0.0,0.08333333333333333,0.0,0.15384615384615385,0.382,0.135
41,M,3,Unknown,Married,$60K - $80K,Blue,30,3,1,1,2888.0,1676,1212.0,0.534,3798,58,0.812,0.58,0,65.48275862068965,1.9333333333333333,126.6,1.3150969529085872,0.5803324099722992,0.08333333333333333,0.5,0.1,0.18799999999999994,0.46599999999999997
28,F,0,Unknown,Married,Unknown,Blue,36,3,4,2,3524.0,1306,2218.0,0.8,4252,78,0.814,0.371,0,54.51282051282051,2.1666666666666665,118.11111111111111,1.206583427922815,0.3706015891032917,0.3333333333333333,0.4,0.08333333333333333,0.18600000000000005,0.19999999999999996
34,M,2,High School,Single,Unknown,Blue,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037,0,43.47540983606557,1.6944444444444444,73.66666666666667,0.11587870313728917,0.036528882286113784,0.3333333333333333,0.4,0.08333333333333333,0.257,0.11099999999999999
39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,2536.0,913,1623.0,1.059,1750,35,1.333,0.36,0,50.0,1.1290322580645162,56.45161290322581,0.6900630914826499,0.36001577287066244,0.08333333333333333,0.5,0.12903225806451613,0.33299999999999996,0.05899999999999994
36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438.0,1129,2309.0,0.605,2331,56,0.436,0.328,0,41.625,2.3333333333333335,97.125,0.6780104712041884,0.32838859802210585,0.16666666666666666,1.3333333333333333,0.20833333333333334,0.5640000000000001,0.395
54,F,2,Unknown,Married,Less than $40K,Blue,43,4,3,3,6266.0,1819,4447.0,0.744,1456,27,1.077,0.29,0,53.925925925925924,0.627906976744186,33.86046511627907,0.23236514522821577,0.29029684008937123,0.25,0.75,0.09302325581395349,0.07699999999999996,0.256
46,M,3,College,Single,$80K - $120K,Silver,32,2,1,3,34516.0,1954,32562.0,0.755,7594,69,0.725,0.057,0,110.05797101449275,2.15625,237.3125,0.22001390659404335,0.05661142658477228,0.08333333333333333,1.5,0.0625,0.275,0.245
65,F,1,Uneducated,Single,Unknown,Blue,51,3,3,5,11037.0,1491,9546.0,0.651,2429,63,0.75,0.135,0,38.55555555555556,1.2352941176470589,47.627450980392155,0.22007791972456284,0.13509105735254145,0.25,1.25,0.058823529411764705,0.25,0.349
36,F,1,Doctorate,Unknown,Less than $40K,Blue,36,3,2,2,4943.0,1204,3739.0,0.417,4024,82,0.783,0.244,0,49.073170731707314,2.2777777777777777,111.77777777777777,0.8140805179041068,0.2435767752377099,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.21699999999999997,0.583
37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684.0,1381,1303.0,0.794,2002,60,0.429,0.515,0,33.36666666666667,1.935483870967742,64.58064516129032,0.7459016393442623,0.5145305514157973,0.16666666666666666,0.6666666666666666,0.16129032258064516,0.571,0.20599999999999996
50,M,2,Unknown,Married,$40K - $60K,Blue,43,4,3,3,13067.0,0,13067.0,1.061,5468,71,0.775,0.0,1,77.01408450704226,1.6511627906976745,127.16279069767442,0.41845871278793906,0.0,0.25,0.75,0.09302325581395349,0.22499999999999998,0.06099999999999994
55,M,2,College,Married,$80K - $120K,Blue,50,4,2,4,19159.0,2108,17051.0,0.69,1813,52,0.576,0.11,0,34.86538461538461,1.04,36.26,0.09462915601023018,0.11002661934338953,0.16666666666666666,1.3333333333333333,0.08,0.42400000000000004,0.31000000000000005
33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0,1,51.57142857142857,3.2666666666666666,168.46666666666667,1.7569352708058126,0.0,0.16666666666666666,2.0,0.2,0.31000000000000005,0.16500000000000004
41,F,2,Uneducated,Single,Less than $40K,Blue,31,5,3,3,2450.0,1490,960.0,0.747,3778,64,0.684,0.608,0,59.03125,2.064516129032258,121.87096774193549,1.5420408163265307,0.6081632653061224,0.25,0.75,0.16129032258064516,0.31599999999999995,0.253
53,F,1,College,Married,Less than $40K,Blue,36,1,3,3,1665.0,964,701.0,1.049,4881,75,0.923,0.579,0,65.08,2.0833333333333335,135.58333333333334,2.9315315315315313,0.578978978978979,0.25,0.75,0.027777777777777776,0.07699999999999996,0.04899999999999993
51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176.0,0,7176.0,0.45,1375,33,0.65,0.0,1,41.666666666666664,0.8918918918918919,37.16216216216216,0.19161092530657747,0.0,0.25,1.0,0.02702702702702703,0.35,0.55
54,F,2,Uneducated,Married,$40K - $60K,Blue,43,5,1,1,1438.3,0,1438.3,0.531,1707,41,0.783,0.0,0,41.63414634146341,0.9534883720930233,39.69767441860465,1.1868177709796288,0.0,0.08333333333333333,0.5,0.11627906976744186,0.21699999999999997,0.469
42,F,4,Graduate,Married,$40K - $60K,Blue,27,3,1,1,1950.0,1062,888.0,0.48,3873,76,0.854,0.545,0,50.96052631578947,2.814814814814815,143.44444444444446,1.9861538461538462,0.5446153846153846,0.08333333333333333,0.5,0.1111111111111111,0.14600000000000002,0.52
46,M,4,High School,Single,$60K - $80K,Blue,36,4,5,0,13407.0,1341,12066.0,0.928,4869,84,0.615,0.1,0,57.964285714285715,2.3333333333333335,135.25,0.3631684940702618,0.1000223763705527,0.4166666666666667,0.0,0.1111111111111111,0.385,0.07199999999999995
47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,772,666.3,1.451,2250,40,0.905,0.537,0,56.25,1.1111111111111112,62.5,1.5643467983035528,0.5367447681290413,0.25,1.0,0.1111111111111111,0.09499999999999997,0.45100000000000007
55,F,0,Uneducated,Married,Less than $40K,Blue,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924,0,44.125,0.9411764705882353,41.529411764705884,1.0377266046055855,0.9235668789808917,0.25,0.25,0.0784313725490196,0.22199999999999998,0.41300000000000003
53,F,2,Uneducated,Single,$40K - $60K,Blue,42,2,1,3,14839.0,2226,12613.0,0.828,14625,115,0.769,0.15,0,127.17391304347827,2.738095238095238,348.2142857142857,0.985578543028506,0.15001010849787721,0.08333333333333333,1.5,0.047619047619047616,0.23099999999999998,0.17200000000000004
33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429,0,48.41025641025641,1.95,94.4,0.4978902953586498,0.42853375527426163,0.16666666666666666,1.3333333333333333,0.15,0.375,0.382
45,F,3,High School,Single,Unknown,Blue,35,3,2,6,3512.0,2517,995.0,0.597,1801,48,0.548,0.717,1,37.520833333333336,1.3714285714285714,51.457142857142856,0.5128132118451025,0.7166856492027335,0.16666666666666666,2.0,0.08571428571428572,0.45199999999999996,0.403
38,M,1,Uneducated,Unknown,$40K - $60K,Blue,18,3,3,3,3523.0,1379,2144.0,0.71,15108,118,0.71,0.391,0,128.03389830508473,6.555555555555555,839.3333333333334,4.288390576213454,0.39142776043145044,0.25,0.75,0.16666666666666666,0.29000000000000004,0.29000000000000004
65,F,0,Graduate,Single,Less than $40K,Blue,56,6,3,2,7478.0,0,7478.0,0.847,2213,62,0.771,0.0,0,35.693548387096776,1.1071428571428572,39.517857142857146,0.2959347419096015,0.0,0.25,0.5,0.10714285714285714,0.22899999999999998,0.15300000000000002
40,F,4,Graduate,Married,Unknown,Blue,36,3,1,2,3706.0,1043,2663.0,0.384,1688,38,0.583,0.281,0,44.421052631578945,1.0555555555555556,46.888888888888886,0.45547760388559094,0.28143550998381006,0.08333333333333333,1.0,0.08333333333333333,0.41700000000000004,0.616
44,F,3,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684.0,0,1684.0,0.557,2275,45,0.607,0.0,1,50.55555555555556,1.25,63.19444444444444,1.3509501187648456,0.0,0.25,0.75,0.16666666666666666,0.393,0.44299999999999995
47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123.0,1775,16348.0,0.593,4259,80,0.86,0.098,0,53.2375,2.6666666666666665,141.96666666666667,0.23500524195773326,0.09794184185841197,0.25,0.75,0.16666666666666666,0.14,0.40700000000000003
36,F,5,Unknown,Single,Less than $40K,Blue,24,3,1,1,2980.0,2093,887.0,0.522,4132,70,0.667,0.702,0,59.02857142857143,2.9166666666666665,172.16666666666666,1.3865771812080536,0.7023489932885906,0.08333333333333333,0.5,0.125,0.33299999999999996,0.478
55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,943.0,0.514,1352,30,0.429,0.679,0,45.06666666666667,0.6382978723404256,28.76595744680851,0.46017699115044247,0.6790333560245064,0.25,0.75,0.06382978723404255,0.571,0.486
44,M,2,Unknown,Single,$60K - $80K,Blue,30,6,2,2,9827.0,600,9227.0,0.477,2840,63,0.537,0.061,0,45.07936507936508,2.1,94.66666666666667,0.28899969471863235,0.06105627353210542,0.16666666666666666,0.6666666666666666,0.2,0.46299999999999997,0.523
35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.174,0.744,0,40.1,1.7241379310344827,69.13793103448276,0.7946888624653191,0.7439556084026953,0.16666666666666666,0.6666666666666666,0.13793103448275862,0.17399999999999993,0.631
39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809.0,1181,628.0,0.656,4452,83,0.596,0.653,0,53.63855421686747,2.9642857142857144,159.0,2.461028192371476,0.6528468767274738,0.25,0.75,0.17857142857142858,0.404,0.344
48,F,2,Unknown,Married,Less than $40K,Blue,37,4,2,3,5758.0,0,5758.0,0.433,4422,76,0.407,0.0,0,58.18421052631579,2.054054054054054,119.51351351351352,0.7679749913164293,0.0,0.16666666666666666,1.0,0.10810810810810811,0.593,0.567
47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,2,2,3,5168.0,2265,2903.0,0.715,8211,80,0.818,0.438,0,102.6375,1.9047619047619047,195.5,1.5888157894736843,0.43827399380804954,0.16666666666666666,1.0,0.047619047619047616,0.18200000000000005,0.28500000000000003
52,F,1,Uneducated,Married,Less than $40K,Blue,42,5,3,3,3103.0,2517,586.0,0.881,4641,80,1.0,0.811,0,58.0125,1.9047619047619047,110.5,1.4956493715758943,0.8111504995165968,0.25,0.75,0.11904761904761904,0.0,0.119
53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,1,31.304347826086957,0.5609756097560976,17.5609756097561,0.06170194532522067,0.19084754477675894,0.25,0.5,0.07317073170731707,0.647,0.378
48,M,5,High School,Married,$40K - $60K,Silver,34,5,0,2,17657.0,2018,15639.0,0.55,1682,39,0.95,0.114,0,43.12820512820513,1.1470588235294117,49.470588235294116,0.09525967038568273,0.1142889505578524,0.0,,0.14705882352941177,0.050000000000000044,0.44999999999999996
39,F,2,Graduate,Single,$40K - $60K,Blue,34,6,4,2,13984.0,632,13352.0,0.702,4727,83,0.66,0.045,0,56.95180722891566,2.4411764705882355,139.02941176470588,0.338029176201373,0.04519450800915332,0.3333333333333333,0.4,0.17647058823529413,0.33999999999999997,0.29800000000000004
33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,1,65.81818181818181,0.9166666666666666,60.333333333333336,0.2252644679527069,0.14841319228375854,0.25,0.5,0.1111111111111111,0.42900000000000005,0.43899999999999995
61,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,19354.0,984,18370.0,0.956,1207,32,0.684,0.051,0,37.71875,0.8888888888888888,33.52777777777778,0.06236436912266198,0.05084220316213703,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.31599999999999995,0.04400000000000004
26,M,0,College,Single,Unknown,Blue,13,6,3,2,2347.0,0,2347.0,0.863,2595,56,0.333,0.0,0,46.339285714285715,4.3076923076923075,199.6153846153846,1.1056668086919472,0.0,0.25,0.5,0.46153846153846156,0.667,0.137
35,F,1,High School,Married,Less than $40K,Blue,28,6,0,2,1438.3,977,461.3,1.189,4840,85,1.073,0.679,0,56.94117647058823,3.0357142857142856,172.85714285714286,3.3650837794618647,0.6792741430855872,0.0,,0.21428571428571427,0.07299999999999995,0.18900000000000006
43,M,2,High School,Married,$80K - $120K,Silver,39,3,1,3,34516.0,1987,32529.0,0.673,16177,122,0.848,0.058,0,132.5983606557377,3.128205128205128,414.79487179487177,0.4686811913315564,0.057567504925252054,0.08333333333333333,1.5,0.07692307692307693,0.15200000000000002,0.32699999999999996
55,M,3,College,Single,$120K +,Blue,44,2,2,3,6455.0,1837,4618.0,0.717,8001,99,0.707,0.285,0,80.81818181818181,2.25,181.8409090909091,1.2395042602633617,0.284585592563904,0.16666666666666666,1.0,0.045454545454545456,0.29300000000000004,0.28300000000000003
45,M,2,High School,Unknown,$60K - $80K,Blue,32,1,2,3,1870.0,0,1870.0,0.761,4891,65,0.806,0.0,0,75.24615384615385,2.03125,152.84375,2.6155080213903745,0.0,0.16666666666666666,1.0,0.03125,0.19399999999999995,0.239
47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263.0,2517,3746.0,0.857,2613,50,0.724,0.402,1,52.26,1.1904761904761905,62.214285714285715,0.41721219862685616,0.40188408111128854,0.3333333333333333,0.6,0.07142857142857142,0.276,0.14300000000000002
37,F,2,High School,Single,$40K - $60K,Blue,27,4,1,2,2204.0,919,1285.0,0.712,4555,82,1.0,0.417,0,55.548780487804876,3.037037037037037,168.7037037037037,2.0666969147005445,0.41696914700544463,0.08333333333333333,1.0,0.14814814814814814,0.0,0.28800000000000003
